"","internal_id","date"
"1068",10995,1884-03-01
"1069",10994,1880-06-01
"1070",10993,1880-10-01
"1071",10992,1880-10-01
"1072",10991,1884-07-01
"1073",10990,1884-07-01
"1074",10989,1884-12-01
"1075",10988,1884-08-01
"1076",10987,1885-11-01
"1077",10986,1885-11-01
"1078",10985,1885-11-01
"1079",10984,1885-03-01
"1080",10983,1880-10-01
"1081",10982,1885-08-01
"1082",10981,1885-08-01
"1083",10980,1880-06-01
"1084",10979,1884-06-01
"1085",10978,1884-06-01
"1086",10977,1884-08-01
"1087",10976,1884-12-01
"1088",10975,1880-10-01
"1089",10974,1885-02-01
"1090",10973,1885-02-01
"1091",10972,1885-11-01
"1092",10971,1885-11-01
"1093",10970,1885-07-01
"1094",10969,1880-06-01
"1095",10968,1880-12-01
"1096",10967,1884-06-01
"1097",10966,1880-10-01
"1098",10965,1884-12-01
"1099",10964,1884-12-01
"1100",10963,1884-08-01
"1101",10962,1884-06-01
"1102",10961,1884-06-01
"1103",10960,1885-07-01
"1104",10959,1880-12-01
"1105",10958,1880-10-01
"1106",10957,1885-11-01
"1107",10956,1884-11-01
"1108",10955,1885-02-01
"1109",10954,1880-05-01
"1110",10953,1884-08-01
"1111",10952,1884-06-01
"1112",10951,1884-06-01
"1113",10950,1885-11-01
"1114",10949,1885-11-01
"1115",10948,1880-12-01
"1116",10947,1885-07-01
"1117",10946,1880-09-01
"1118",10945,1884-11-01
"1119",10944,1884-11-01
"1120",10943,1885-11-01
"1121",10942,1884-08-01
"1122",10941,1885-07-01
"1123",10940,1880-05-01
"1124",10939,1880-05-01
"1125",10938,1885-02-01
"1126",10937,1880-12-01
"1127",10936,1880-09-01
"1128",10935,1880-09-01
"1129",10934,1884-06-01
"1130",10933,1884-11-01
"1131",10932,1885-07-01
"1132",10931,1885-10-01
"1133",10930,1885-10-01
"1134",10929,1884-08-01
"1135",10928,1884-06-01
"1136",10927,1880-05-01
"1137",10926,1880-08-01
"1138",10925,1880-12-01
"1139",10924,1880-12-01
"1140",10923,1884-11-01
"1141",10922,1884-02-01
"1142",10921,1885-07-01
"1143",10920,1884-08-01
"1144",10919,1884-06-01
"1145",10918,1885-10-01
"1146",10917,1880-05-01
"1147",10916,1880-08-01
"1148",10915,1880-08-01
"1149",10914,1884-11-01
"1150",10913,1884-08-01
"1151",10912,1885-02-01
"1152",10911,1875-11-01
"1153",10910,1883-12-01
"1154",10909,1884-06-01
"1155",10908,1880-05-01
"1156",10907,1885-07-01
"1157",10906,1884-10-01
"1158",10905,1885-10-01
"1159",10904,1884-07-01
"1160",10903,1884-05-01
"1161",10902,1884-05-01
"1162",10901,1885-02-01
"1163",10900,1883-12-01
"1164",10899,1880-04-01
"1165",10898,1884-06-01
"1166",10897,1884-06-01
"1167",10896,1884-07-01
"1168",10895,1884-07-01
"1169",10894,1884-10-01
"1170",10893,1885-10-01
"1171",10892,1885-06-01
"1172",10891,1885-01-01
"1173",10890,1883-12-01
"1174",10889,1880-04-01
"1175",10888,1880-04-01
"1176",10887,1884-06-01
"1177",10886,1884-02-01
"1178",10885,1884-07-01
"1179",10884,1884-10-01
"1180",10883,1884-02-01
"1181",10882,1885-10-01
"1182",10881,1883-11-01
"1183",10880,1884-10-01
"1184",10879,1885-06-01
"1185",10878,1884-05-01
"1186",10877,1885-01-01
"1187",10876,1884-07-01
"1188",10875,1884-07-01
"1189",10874,1884-05-01
"1190",10873,1884-02-01
"1191",10872,1883-11-01
"1192",10871,1882-06-01
"1193",10870,1848-05-01
"1194",10869,1885-06-01
"1195",10868,1884-10-01
"1196",10867,1885-01-01
"1197",10866,1884-07-01
"1198",10865,1884-07-01
"1199",10864,1980-11-01
"1200",10863,1884-02-01
"1201",10862,1882-06-01
"1202",10861,1883-11-01
"1203",10860,1884-05-01
"1204",10859,1884-04-01
"1205",10858,1880-04-01
"1206",10857,1880-04-01
"1207",10856,1884-02-01
"1208",10855,1883-08-01
"1209",10854,1883-08-01
"1210",10853,1882-06-01
"1211",10852,1882-10-01
"1212",10851,1883-03-01
"1213",10850,1884-04-01
"1214",10849,1883-10-01
"1215",10848,1884-05-01
"1216",10847,1882-12-01
"1217",10846,1884-06-01
"1218",10845,1883-06-01
"1219",10844,1882-10-01
"1220",10843,1883-06-01
"1221",10842,1883-08-01
"1222",10841,1884-05-01
"1223",10840,1883-03-01
"1224",10839,1883-03-01
"1225",10838,1882-05-01
"1226",10837,1882-09-01
"1227",10836,1883-11-01
"1228",10835,1884-01-01
"1229",10834,1882-12-01
"1230",10833,1883-06-01
"1231",10832,1884-05-01
"1232",10831,1884-01-01
"1233",10830,1988-09-01
"1234",10829,1883-08-01
"1235",10828,1883-03-01
"1236",10827,1883-10-01
"1237",10826,1884-05-01
"1238",10825,1882-05-01
"1239",10824,1883-06-01
"1240",10823,1882-09-01
"1241",10822,1882-12-01
"1242",10821,1884-01-01
"1243",10820,1984-06-01
"1244",10819,1883-03-01
"1245",10818,1884-05-01
"1246",10817,1883-08-01
"1247",10816,1882-09-01
"1248",10815,1882-05-01
"1249",10814,1882-12-01
"1250",10813,1984-04-01
"1251",10812,1883-05-01
"1252",10811,1883-10-01
"1253",10810,1884-01-01
"1254",10809,1883-03-01
"1255",10808,1882-09-01
"1256",10807,1882-12-01
"1257",10806,1883-07-01
"1258",10805,1883-03-01
"1259",10804,1884-03-01
"1260",10803,1882-05-01
"1261",10802,1883-10-01
"1262",10801,1883-05-01
"1263",10800,1880-04-01
"1264",10799,1884-01-01
"1265",10798,1882-09-01
"1266",10797,1882-09-01
"1267",10796,1882-12-01
"1268",10795,1883-02-01
"1269",10794,1883-02-01
"1270",10793,1884-03-01
"1271",10792,1884-03-01
"1272",10791,1882-05-01
"1273",10790,1883-10-01
"1274",10789,1883-05-01
"1275",10788,1884-03-01
"1276",10787,1884-03-01
"1277",10786,1882-08-01
"1278",10785,1882-12-01
"1279",10784,1880-03-01
"1280",10783,1883-07-01
"1281",10782,1882-05-01
"1282",10781,1884-01-01
"1283",10780,1883-02-01
"1284",10779,1883-10-01
"1285",10778,1883-05-01
"1286",10777,1882-08-01
"1287",10776,1882-11-01
"1288",10775,1884-03-01
"1289",10774,1883-07-01
"1290",10773,1880-03-01
"1291",10772,1883-02-01
"1292",10771,1883-12-01
"1293",10770,1884-03-01
"1294",10769,1884-03-01
"1295",10768,1883-10-01
"1296",10767,1882-04-01
"1297",10766,1882-08-01
"1298",10765,1883-05-01
"1299",10764,1880-03-01
"1300",10763,1882-11-01
"1301",10762,1883-02-01
"1302",10761,1884-03-01
"1303",10760,1883-12-01
"1304",10759,1883-07-01
"1305",10758,1883-10-01
"1306",10757,1883-10-01
"1307",10756,1883-05-01
"1308",10755,1880-03-01
"1309",10754,1882-08-01
"1310",10753,1883-02-01
"1311",10752,1883-12-01
"1312",10751,1882-11-01
"1313",10750,1884-03-01
"1314",10749,1884-03-01
"1315",10748,1883-09-01
"1316",10747,1883-07-01
"1317",10746,1880-03-01
"1318",10745,1883-04-01
"1319",10744,1882-08-01
"1320",10743,1884-03-01
"1321",10742,1883-01-01
"1322",10741,1882-04-01
"1323",10740,1883-12-01
"1324",10739,1883-09-01
"1325",10738,1883-06-01
"1326",10737,1880-03-01
"1327",10736,1882-11-01
"1328",10735,1882-11-01
"1329",10734,1882-08-01
"1330",10733,1884-02-01
"1331",10732,1883-01-01
"1332",10731,1982-08-01
"1333",10730,1883-12-01
"1334",10729,1883-07-01
"1335",10728,1883-04-01
"1336",10727,1883-09-01
"1337",10726,1880-03-01
"1338",10725,1882-07-01
"1339",10724,1883-01-01
"1340",10723,1882-11-01
"1341",10722,1883-12-01
"1342",10721,1982-06-01
"1343",10720,1883-06-01
"1344",10719,1883-04-01
"1345",10718,1883-09-01
"1346",10717,1882-07-01
"1347",10716,1883-01-01
"1348",10715,1880-02-01
"1349",10714,1882-10-01
"1350",10713,1882-03-01
"1351",10712,1883-06-01
"1352",10711,1883-04-01
"1353",10710,1883-01-01
"1354",10709,1882-07-01
"1355",10708,1883-06-01
"1356",10707,1880-02-01
"1357",10706,1883-08-01
"1358",10705,1882-03-01
"1359",10704,1983-10-01
"1360",10703,1883-06-01
"1361",10702,1882-10-01
"1362",10701,1882-03-01
"1363",10700,1883-01-01
"1364",10699,1882-07-01
"1365",10698,1883-04-01
"1366",10697,1880-02-01
"1367",10696,1882-10-01
"1368",10695,1983-06-01
"1369",10694,1883-01-01
"1370",10693,1883-06-01
"1371",10692,1882-07-01
"1372",10691,1882-10-01
"1373",10690,1880-02-01
"1374",10689,1883-04-01
"1375",10688,1883-04-01
"1376",10687,1883-06-01
"1377",10686,1882-10-01
"1378",10685,1882-10-01
"1379",10684,1882-06-01
"1380",10683,1883-01-01
"1381",10682,1883-03-01
"1382",10681,1883-03-01
"1383",10680,1882-03-01
"1384",10679,1882-03-01
"1385",10678,1882-10-01
"1386",10677,1882-10-01
"1387",10676,1882-06-01
"1388",10675,1882-06-01
"1389",10674,1882-03-01
"1390",10672,1882-03-01
"1391",10671,1873-05-01
"1392",10669,1873-05-01
"1393",6750,1873-05-01
"1394",6749,1873-05-01
"1395",6748,1873-05-01
"1396",6747,1873-05-01
"1397",6746,1873-05-01
"1398",6745,1873-05-01
"1399",6744,1873-05-01
"1400",6743,1873-05-01
"1401",6742,1873-05-01
"1402",6741,1873-05-01
"1403",6740,1873-05-01
"1404",6739,1873-05-01
"1405",6738,1873-05-01
"1406",6737,1873-05-01
"1407",6736,1873-05-01
"1408",6735,1873-05-01
"1409",6734,1873-05-01
"1410",6733,1873-05-01
"1411",6732,1873-05-01
"1412",6731,1873-05-01
"1413",6730,1873-05-01
"1414",6729,1873-05-01
"1415",6728,1873-05-01
"1416",6727,1873-05-01
"1417",6726,1873-05-01
"1418",6725,1873-05-01
"1419",6724,1873-05-01
"1420",6723,1873-05-01
"1421",6722,1873-05-01
"1422",6721,1873-05-01
"1423",6720,1873-05-01
"1424",6719,1873-05-01
"1425",6718,1873-05-01
"1426",6717,1873-05-01
"1427",6716,1873-05-01
"1428",6715,1873-05-01
"1429",6714,1873-05-01
"1430",6626,1873-05-01
"1431",6625,1873-05-01
"1432",6624,1873-05-01
"1433",6623,1873-05-01
"1434",6622,1886-01-01
"1435",6621,1876-03-01
"1436",6620,1880-02-01
"1437",6619,1880-02-01
"1438",6618,1880-02-01
"1439",6617,1880-02-01
"1440",6616,1880-02-01
"1441",6615,1880-02-01
"1442",6614,1880-01-01
"1443",6613,1880-01-01
"1444",6612,1880-01-01
"1445",6611,1880-01-01
"1446",6610,1880-01-01
"1447",6609,1880-01-01
"1448",6608,1880-01-01
"1449",6607,1880-01-01
"1450",6606,1879-12-01
"1451",6605,1879-12-01
"1452",6604,1879-12-01
"1453",6603,1879-12-01
"1454",6602,1879-12-01
"1455",6601,1879-12-01
"1456",6600,1879-12-01
"1457",6599,1879-12-01
"1458",6598,1879-11-01
"1459",6597,1879-11-01
"1460",6596,1879-11-01
"1461",6595,1879-11-01
"1462",6594,1879-11-01
"1463",6593,1879-11-01
"1464",6592,1879-10-01
"1465",6591,1879-10-01
"1466",6590,1879-10-01
"1467",6589,1879-10-01
"1468",6588,1879-10-01
"1469",6587,1879-10-01
"1470",6586,1879-10-01
"1471",6585,1879-10-01
"1472",6584,1879-10-01
"1473",6583,1879-10-01
"1474",6582,1879-10-01
"1475",6581,1879-10-01
"1476",6580,1879-10-01
"1477",6579,1879-09-01
"1478",6578,1879-09-01
"1479",6577,1879-09-01
"1480",6576,1879-09-01
"1481",6575,1879-09-01
"1482",6574,1879-09-01
"1483",6573,1897-08-01
"1484",6572,1879-08-01
"1485",6571,1879-08-01
"1486",6570,1879-08-01
"1487",6569,1879-08-01
"1488",6568,1879-08-01
"1489",6567,1881-08-01
"1490",6566,1879-08-01
"1491",6565,1879-08-01
"1492",6564,1879-08-01
"1493",6563,1879-08-01
"1494",6562,1879-08-01
"1495",6561,1881-08-01
"1496",6560,1879-08-01
"1497",6559,1879-08-01
"1498",6558,1879-07-01
"1499",6557,1879-07-01
"1500",6556,1879-07-01
"1501",6555,1879-07-01
"1502",6554,1879-06-01
"1503",6553,1879-06-01
"1504",6552,1879-06-01
"1505",6551,1879-06-01
"1506",6550,1879-06-01
"1507",6549,1879-06-01
"1508",6548,1879-05-01
"1509",6547,1879-05-01
"1510",6546,1879-05-01
"1511",6545,1879-05-01
"1512",6544,1887-05-01
"1513",6543,1879-05-01
"1514",6542,1879-05-01
"1515",6541,1879-05-01
"1516",6540,1879-04-01
"1517",6539,1879-04-01
"1518",6538,1879-04-01
"1519",6537,1879-04-01
"1520",6536,1879-04-01
"1521",6535,1879-04-01
"1522",6534,1879-03-01
"1523",6533,1879-03-01
"1524",6532,1879-03-01
"1525",6531,1879-03-01
"1526",6530,1880-03-01
"1527",6529,1879-03-01
"1528",6528,1879-03-01
"1529",6527,1879-03-01
"1530",6526,1879-03-01
"1531",6525,1879-03-01
"1532",6524,1879-03-01
"1533",6523,1879-03-01
"1534",6522,1879-02-01
"1535",6521,1879-02-01
"1536",6520,1879-02-01
"1537",6519,1879-02-01
"1538",6518,1879-02-01
"1539",6517,1879-02-01
"1540",6516,1879-02-01
"1541",6515,1879-02-01
"1542",6514,1879-02-01
"1543",6513,1879-02-01
"1544",6512,1879-02-01
"1545",6511,1879-02-01
"1546",6510,1879-02-01
"1547",6509,1879-02-01
"1548",6508,1879-02-01
"1549",6507,1879-02-01
"1550",6506,1879-02-01
"1551",6505,1879-02-01
"1552",6504,1879-02-01
"1553",6503,1879-02-01
"1554",6502,1879-01-01
"1555",6501,1879-01-01
"1556",6500,1879-01-01
"1557",6499,1879-01-01
"1558",6498,1879-01-01
"1559",6497,1879-01-01
"1560",6496,1878-12-01
"1561",6495,1878-12-01
"1562",6494,1878-12-01
"1563",6493,1878-12-01
"1564",6492,1878-12-01
"1565",6491,1878-12-01
"1566",6490,1878-12-01
"1567",6489,1878-11-01
"1568",6488,1878-11-01
"1569",6487,1878-11-01
"1570",6486,1878-10-01
"1571",6485,1878-10-01
"1572",6484,1878-10-01
"1573",6483,1878-09-01
"1574",6482,1878-09-01
"1575",6481,1878-09-01
"1576",6480,1878-08-01
"1577",6479,1878-08-01
"1578",6478,1878-08-01
"1579",6477,1878-07-01
"1580",6476,1878-07-01
"1581",6475,1878-07-01
"1582",6474,1878-07-01
"1583",6473,1878-06-01
"1584",6472,1878-06-01
"1585",6471,1878-06-01
"1586",6470,1878-06-01
"1587",6469,1878-06-01
"1588",6468,1878-06-01
"1589",6467,1878-06-01
"1590",6466,1878-06-01
"1591",6465,1878-06-01
"1592",6464,1878-06-01
"1593",6463,1878-06-01
"1594",6462,1878-05-01
"1595",6461,1878-05-01
"1596",6460,1878-05-01
"1597",6459,1878-05-01
"1598",6458,1878-05-01
"1599",6457,1878-04-01
"1600",6456,1878-04-01
"1601",6455,1878-04-01
"1602",6454,1878-04-01
"1603",6453,1878-04-01
"1604",6452,1878-03-01
"1605",6451,1878-03-01
"1606",6450,1878-03-01
"1607",6449,1878-03-01
"1608",6448,1878-03-01
"1609",6447,1878-03-01
"1610",6446,1878-03-01
"1611",6445,1878-03-01
"1612",6444,1878-02-01
"1613",6443,1878-02-01
"1614",6442,1878-02-01
"1615",6441,1878-02-01
"1616",6440,1878-01-01
"1617",6439,1878-01-01
"1618",6438,1878-01-01
"1619",6437,1878-01-01
"1620",6436,1878-01-01
"1621",6435,1877-09-01
"1622",6434,1877-09-01
"1623",6433,1877-12-01
"1624",6432,1877-12-01
"1625",6431,1877-12-01
"1626",6430,1877-11-01
"1627",6429,1877-11-01
"1628",6428,1877-11-01
"1629",6427,1877-11-01
"1630",6426,1877-10-01
"1631",6425,1877-10-01
"1632",6424,1877-10-01
"1633",6423,1877-10-01
"1634",6422,1877-10-01
"1635",6421,1877-09-01
"1636",6420,1877-09-01
"1637",6419,1877-09-01
"1638",6418,1877-09-01
"1639",6417,1877-09-01
"1640",6416,1877-09-01
"1641",6415,1801-06-01
"1642",6414,1877-08-01
"1643",6413,1877-08-01
"1644",6412,1877-08-01
"1645",6411,1877-08-01
"1646",6410,1877-08-01
"1647",6409,1877-08-01
"1648",6408,1877-08-01
"1649",6407,1877-08-01
"1650",6406,1877-07-01
"1651",6405,1877-07-01
"1652",6404,1877-07-01
"1653",6403,1877-07-01
"1654",6402,1877-07-01
"1655",6401,1877-07-01
"1656",6400,1877-07-01
"1657",6399,1877-07-01
"1658",6398,1877-06-01
"1659",6397,1877-06-01
"1660",6396,1877-06-01
"1661",6395,1877-06-01
"1662",6394,1877-06-01
"1663",6393,1877-06-01
"1664",6392,1877-05-01
"1665",6391,1877-05-01
"1666",6390,1877-05-01
"1667",6389,1877-05-01
"1668",6388,1877-05-01
"1669",6387,1877-04-01
"1670",6386,1877-04-01
"1671",6385,1877-04-01
"1672",6384,1877-04-01
"1673",6383,1877-04-01
"1674",6382,1877-04-01
"1675",6381,1877-03-01
"1676",6380,1877-03-01
"1677",6379,1877-03-01
"1678",6378,1877-03-01
"1679",6377,1877-02-01
"1680",6376,1877-02-01
"1681",6375,1877-03-01
"1682",6374,1877-03-01
"1683",6373,1877-03-01
"1684",6372,1877-03-01
"1685",6371,1877-03-01
"1686",6370,1877-03-01
"1687",6369,1877-03-01
"1688",6368,1877-03-01
"1689",6367,1879-02-01
"1690",6366,1877-02-01
"1691",6365,1877-02-01
"1692",6364,1877-02-01
"1693",6363,1877-02-01
"1694",6362,1877-01-01
"1695",6361,1877-01-01
"1696",6360,1877-01-01
"1697",6359,1877-01-01
"1698",6358,1877-01-01
"1699",6357,1877-01-01
"1700",6356,1877-01-01
"1701",6355,1877-01-01
"1702",6354,1877-01-01
"1703",6353,1877-01-01
"1704",6352,1877-01-01
"1705",6351,1877-01-01
"1706",6350,1877-01-01
"1707",6349,1877-01-01
"1708",6348,1877-01-01
"1709",6347,1877-01-01
"1710",6346,1877-01-01
"1711",6345,1877-01-01
"1712",6344,1877-01-01
"1713",6343,1877-01-01
"1714",6342,1877-01-01
"1715",6341,1877-01-01
"1716",6340,1877-01-01
"1717",6339,1877-01-01
"1718",6338,1877-01-01
"1719",6337,1876-03-01
"1720",6336,1876-03-01
"1721",6335,1876-12-01
"1722",6334,1876-12-01
"1723",6333,1876-12-01
"1724",6332,1876-12-01
"1725",6331,1876-12-01
"1726",6330,1876-11-01
"1727",6329,1876-11-01
"1728",6328,1876-11-01
"1729",6327,1876-11-01
"1730",6326,1876-11-01
"1731",6325,1876-10-01
"1732",6324,1876-10-01
"1733",6323,1876-10-01
"1734",6322,1876-10-01
"1735",6321,1876-09-01
"1736",6320,1876-09-01
"1737",6319,1876-09-01
"1738",6318,1876-08-01
"1739",6317,1876-07-01
"1740",6316,1876-07-01
"1741",6315,1876-07-01
"1742",6314,1876-06-01
"1743",6313,1876-06-01
"1744",6312,1876-06-01
"1745",6311,1876-05-01
"1746",6310,1876-05-01
"1747",6309,1876-05-01
"1748",6308,1876-04-01
"1749",6307,1876-04-01
"1750",6306,1876-04-01
"1751",6305,1876-04-01
"1752",6304,1876-03-01
"1753",6303,1876-03-01
"1754",6302,1876-02-01
"1755",6301,1876-01-01
"1756",6300,1876-01-01
"1757",6299,1876-01-01
"1758",6298,1876-01-01
"1759",6297,1876-01-01
"1760",6296,1875-12-01
"1761",6295,1875-12-01
"1762",6294,1875-12-01
"1763",6293,1875-12-01
"1764",6292,1875-11-01
"1765",6291,1875-10-01
"1766",6290,1875-10-01
"1767",6289,1875-10-01
"1768",6288,1875-10-01
"1769",6287,1875-10-01
"1770",6286,1875-10-01
"1771",6285,1875-10-01
"1772",6284,1875-10-01
"1773",6283,1875-09-01
"1774",6282,1875-09-01
"1775",6281,1875-09-01
"1776",6280,1875-09-01
"1777",6279,1817-06-01
"1778",6278,1817-06-01
"1779",6277,1875-08-01
"1780",6276,1875-08-01
"1781",6275,1875-08-01
"1782",6274,1875-08-01
"1783",6273,1875-08-01
"1784",6272,1875-08-01
"1785",6271,1875-07-01
"1786",6270,1875-07-01
"1787",6269,1875-07-01
"1788",6268,1875-07-01
"1789",6267,1875-07-01
"1790",6266,1875-06-01
"1791",6265,1875-06-01
"1792",6264,1874-06-01
"1793",6263,1875-05-01
"1794",6262,1875-05-01
"1795",6261,1874-05-01
"1796",6260,1875-04-01
"1797",6259,1875-04-01
"1798",6258,1875-04-01
"1799",6257,1875-03-01
"1800",6256,1875-03-01
"1801",6255,1875-03-01
"1802",6254,1875-03-01
"1803",6253,1875-02-01
"1804",6252,1875-02-01
"1805",6251,1875-02-01
"1806",6250,1875-01-01
"1807",6249,1875-01-01
"1808",6248,1875-01-01
"1809",6247,1874-12-01
"1810",6246,1874-12-01
"1811",6245,1874-12-01
"1812",6244,1874-12-01
"1813",6243,1874-12-01
"1814",6242,1874-11-01
"1815",6241,1874-11-01
"1816",6240,1874-11-01
"1817",6239,1876-10-01
"1818",6238,1874-10-01
"1819",6237,1874-10-01
"1820",6236,1874-10-01
"1821",6235,1874-09-01
"1822",6234,1874-09-01
"1823",6233,1874-09-01
"1824",6232,1874-09-01
"1825",6231,1874-09-01
"1826",6230,1874-09-01
"1827",6229,1874-08-01
"1828",6228,1874-08-01
"1829",6227,1874-08-01
"1830",6226,1874-08-01
"1831",6225,1874-07-01
"1832",6224,1874-07-01
"1833",6223,1874-07-01
"1834",6222,1874-06-01
"1835",6221,1874-06-01
"1836",6220,1874-06-01
"1837",6219,1874-05-01
"1838",6218,1874-05-01
"1839",6217,1874-05-01
"1840",6176,1874-05-01
"1841",6175,1874-05-01
"1842",6174,1874-04-01
"1843",6173,1874-04-01
"1844",6172,1874-04-01
"1845",6171,1874-04-01
"1846",6170,1874-03-01
"1847",6169,1874-03-01
"1848",6168,1874-03-01
"1849",6167,1874-02-01
"1850",6166,1874-02-01
"1851",6165,1874-01-01
"1852",6164,1874-01-01
"1853",6163,1873-12-01
"1854",6162,1873-12-01
"1855",6161,1873-12-01
"1856",6160,1873-12-01
"1857",6159,1873-12-01
"1858",6158,1873-11-01
"1859",6157,1873-11-01
"1860",6156,1873-11-01
"1861",6155,1873-10-01
"1862",6154,1873-10-01
"1863",6153,1873-10-01
"1864",6152,1873-09-01
"1865",6151,1873-09-01
"1866",6150,1873-09-01
"1867",6149,1873-09-01
"1868",6148,1873-08-01
"1869",6147,1873-08-01
"1870",6146,1873-08-01
"1871",6145,1873-08-01
"1872",6144,1873-08-01
"1873",6143,1873-08-01
"1874",6142,1873-07-01
"1875",6141,1873-07-01
"1876",6140,1873-06-01
"1877",6139,1873-06-01
"1878",6138,1873-06-01
"1879",6137,1873-06-01
"1880",6136,1873-06-01
"1881",6135,1873-05-01
"1882",6134,1873-05-01
"1883",6133,1873-05-01
"1884",6132,1873-05-01
"1885",6131,1873-05-01
"1886",6130,1873-05-01
"1887",6129,1873-05-01
"1888",6128,1873-05-01
"1889",6127,1873-04-01
"1890",6126,1873-04-01
"1891",6125,1873-04-01
"1892",6124,1873-04-01
"1893",6123,1873-03-01
"1894",6122,1873-03-01
"1895",6121,1873-03-01
"1896",6120,1873-02-01
"1897",6119,1873-02-01
"1898",6118,1873-02-01
"1899",6117,1873-02-01
"1900",6116,1873-01-01
"1901",6115,1873-01-01
"1902",6114,1873-01-01
"1903",6113,1866-01-01
"1904",6112,1866-01-01
"1905",6111,1866-01-01
"1906",6110,1866-01-01
"1907",6109,1861-01-01
"1908",6108,1857-12-01
"1909",6107,1857-12-01
"1910",6106,1857-12-01
"1911",6105,1857-12-01
"1912",6104,1857-12-01
"1913",6103,1857-12-01
"1914",6102,1857-12-01
"1915",6101,1857-12-01
"1916",6100,1857-12-01
"1917",6099,1857-12-01
"1918",5876,1857-12-01
"1919",5875,1857-12-01
"1920",5874,1857-12-01
"1921",5873,1857-12-01
"1922",5872,1857-12-01
"1923",5871,1857-12-01
"1924",5870,1857-12-01
"1925",5869,1857-12-01
"1926",5868,1857-12-01
"1927",5867,1857-12-01
"1928",5866,1857-12-01
"1929",5865,1857-12-01
"1930",5864,1857-12-01
"1931",5863,1857-12-01
"1932",5862,1857-12-01
"1933",5861,1857-12-01
"1934",5860,1857-12-01
"1935",5859,1857-12-01
"1936",5858,1857-12-01
"1937",5857,1857-12-01
"1938",5856,1857-12-01
"1939",5855,1857-12-01
"1940",5854,1857-12-01
"1941",5853,1857-12-01
"1942",5852,1857-12-01
"1943",5851,1857-12-01
"1944",5850,1857-12-01
"1945",5849,1857-12-01
"1946",5848,1857-12-01
"1947",5847,1857-12-01
"1948",5846,1857-12-01
"1949",5845,1857-12-01
"1950",5844,1857-12-01
"1951",5843,1857-12-01
"1952",5842,1857-12-01
"1953",5841,1857-12-01
"1954",5840,1857-12-01
"1955",5839,1857-12-01
"1956",5838,1857-12-01
"1957",5837,1857-12-01
"1958",5836,1857-12-01
"1959",5835,1857-12-01
"1960",5834,1857-12-01
"1961",5833,1857-12-01
"1962",5832,1857-12-01
"1963",5831,1857-12-01
"1964",5830,1857-12-01
"1965",5829,1857-12-01
"1966",5828,1857-12-01
"1967",5827,1857-12-01
"1968",5826,1857-12-01
"1969",5825,1857-12-01
"1970",5824,1857-12-01
"1971",5823,1857-12-01
"1972",5822,1857-12-01
"1973",5821,1857-12-01
"1974",5820,1857-12-01
"1975",5819,1857-12-01
"1976",5818,1857-12-01
"1977",5817,1857-12-01
"1978",5816,1857-12-01
"1979",5815,1857-12-01
"1980",5814,1857-12-01
"1981",5574,1857-12-01
"1982",5573,1857-12-01
"1983",5572,1857-12-01
"1984",5571,1857-12-01
"1985",5570,1857-12-01
"1986",5569,1857-12-01
"1987",5568,1857-12-01
"1988",5567,1857-12-01
"1989",5566,1857-12-01
"1990",5565,1857-12-01
"1991",5564,1857-12-01
"1992",5563,1857-12-01
"1993",5562,1857-11-01
"1994",5561,1857-11-01
"1995",5560,1857-11-01
"1996",5559,1857-11-01
"1997",5558,1857-11-01
"1998",5557,1857-11-01
"1999",5556,1857-11-01
"2000",5555,1857-10-01
"2001",5554,1862-02-01
"2002",5553,1862-02-01
"2003",5552,1862-02-01
"2004",5551,1862-02-01
"2005",5550,1862-02-01
"2006",5549,1862-02-01
"2007",5548,1862-02-01
"2008",5547,1862-02-01
"2009",5546,1862-02-01
"2010",5545,1862-02-01
"2011",5544,1862-02-01
"2012",5543,1862-02-01
"2013",5542,1862-02-01
"2014",5541,1862-01-01
"2015",5540,1862-01-01
"2016",5539,1862-01-01
"2017",5538,1862-01-01
"2018",5537,1862-01-01
"2019",5536,1862-01-01
"2020",5535,1862-01-01
"2021",5534,1860-01-01
"2022",5533,1860-01-01
"2023",5532,1860-01-01
"2024",5531,1860-01-01
"2025",5530,1860-01-01
"2026",5529,1860-01-01
"2027",5528,1860-01-01
"2028",5527,1860-01-01
"2029",5526,1860-01-01
"2030",5525,1860-01-01
"2031",5524,1860-01-01
"2032",5523,1860-01-01
"2033",5522,1860-01-01
"2034",5521,1860-01-01
"2035",5520,1860-01-01
"2036",5519,1860-01-01
"2037",5518,1860-01-01
"2038",5517,1860-01-01
"2039",5516,1860-01-01
"2040",5515,1860-01-01
"2041",5514,1862-10-01
"2042",5513,1862-10-01
"2043",5512,1862-09-01
"2044",5511,1862-09-01
"2045",5510,1862-08-01
"2046",5509,1862-08-01
"2047",5508,1862-08-01
"2048",5507,1862-07-01
"2049",5506,1862-07-01
"2050",5505,1862-07-01
"2051",5504,1862-06-01
"2052",5503,1862-06-01
"2053",5502,1862-06-01
"2054",5501,1862-06-01
"2055",5500,1862-06-01
"2056",5499,1862-06-01
"2057",5498,1862-06-01
"2058",5497,1862-06-01
"2059",5496,1862-06-01
"2060",5495,1862-06-01
"2061",5494,1862-06-01
"2062",5493,1862-06-01
"2063",5492,1862-06-01
"2064",5491,1862-06-01
"2065",5490,1862-05-01
"2066",5489,1862-05-01
